ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
310	114,182,152	0,7,1	186,231,162	36,41,28	232	149
311	32,37,22	484,389,375	19,17,14	492,584,301	234	149
314	2,0,2	0,0,2	3,5,1	3,0,2	268	149
315	12,28,10	25,23,5	2,23,7	8,48,23	233	149
316	6,19,18	194,232,182	22,24,11	193,326,144	261	149
317	0,0,1	31,71,51	1,8,0	41,106,35	235	149
322	11,16,7	4,0,0	5,30,17	4,6,2	298	149
323	5,4,2	175,218,189	1,12,7	208,317,200	240	149
324	15,15,8	2,4,0	7,15,2	0,1,0	239	149
325	11,7,12	22,23,8	8,16,4	5,11,7	271	149
326	4,5,7	159,155,162	5,3,0	90,153,100	239	149
327	0,1,1	0,0,0	0,1,0	2,0,0	235	149
329	10,9,10	33,26,29	5,16,6	34,35,28	240	149
330	25,36,26	32,33,24	16,21,9	23,85,42	298	149
331	8,12,3	5,8,12	2,2,1	7,32,12	244	149
332	34,41,41	0,0,0	33,63,22	0,2,0	295	149
333	6,7,0	0,0,0	1,4,3	0,3,2	233	149
336	20,21,41	77,79,98	21,19,16	134,204,95	222	149
337	15,12,10	526,646,548	12,32,14	685,1019,580	235	149
338	84,83,81	0,0,0	130,151,109	0,3,1	247	149
340	5,1,4	70,75,66	7,1,0	122,126,47	298	149
341	9,19,12	82,96,102	29,11,5	123,183,74	298	149
343	4,6,1	15,23,10	3,6,0	12,35,8	220	149
344	4,6,1	1,0,0	3,6,0	2,1,0	229	149
345	5,3,1	28,23,21	4,1,0	28,58,21	246	149
346	68,80,73	2,0,0	53,141,68	2,1,7	264	149
348	0,5,2	16,14,12	0,1,0	5,18,8	217	149
349	0,1,5	87,134,98	0,1,1	136,183,130	234	149
351	0,1,1	2,0,13	5,2,2	23,10,12	268	149
352	4,5,4	0,8,0	1,1,0	8,8,4	298	149
353	1,2,0	8,3,6	0,1,0	7,14,4	298	149
354	3,4,5	206,261,203	2,9,2	246,547,218	272	149
355	18,26,28	0,0,0	15,16,19	0,0,2	282	149
356	18,17,28	82,88,92	2,1,4	49,118,62	253	149
357	10,17,17	1689,1705,1782	18,44,30	3161,5131,2761	298	149
358	15,8,19	6,1,7	29,24,18	4,14,1	226	149
359	4,6,10	124,132,129	4,26,7	106,237,124	243	149
360	62,74,83	44,66,64	67,110,59	231,250,147	232	149
361	26,14,7	10,9,6	5,17,6	0,14,6	298	149
362	26,14,7	5,9,6	5,17,6	1,4,6	298	149
363	8,5,13	10,23,7	5,5,6	5,22,0	298	149
364	0,21,9	74,68,4	4,149,5	71,7,72	169	149
365	1,21,8	0,0,2	3,156,6	0,2,0	211	149
366	1,7,3	9,15,2	3,137,2	0,30,9	190	149
367	5,9,3	1,4,4	6,155,7	1,3,2	211	149
368	8,27,18	0,0,0	17,172,14	0,4,0	271	149
369	8,17,14	1,0,0	17,169,11	0,0,0	250	149
370	9,19,16	0,1,2	20,169,12	4,3,0	229	149
371	15,26,24	2,6,1	19,189,26	0,1,9	217	149
372	16,31,30	2,0,0	31,194,29	0,2,0	268	149
373	15,33,35	0,37,52	38,204,37	64,120,54	271	149
374	0,1,1	52,53,46	2,4,1	117,102,68	214	149
375	14,9,12	2,8,19	4,6,3	27,33,26	246	149
376	200,218,162	0,0,0	150,348,204	0,3,0	229	149
377	0,0,2	12,27,19	0,0,1	18,24,20	221	149
378	25,12,14	504,583,573	7,14,8	732,894,505	298	149
380	1387,1797,1777	2,7,9	2523,3160,1653	20,23,6	199	149
381	30,32,33	228,197,199	11,18,14	234,244,121	298	149
382	2,3,0	23,25,11	1,0,0	8,28,10	262	149
384	4,2,3	0,0,0	1,2,1	2,4,3	241	149
385	1,0,1	104,90,73	0,2,0	58,94,42	232	149
387	0,0,2	57,41,70	0,0,0	68,95,34	223	149
389	15,9,9	2,13,7	9,22,7	5,13,2	271	149
391	25,34,27	61,92,81	41,54,40	119,109,52	231	149
392	12,23,5	5,4,8	5,8,8	7,11,4	298	149
394	4,1,9	20,9,10	0,5,0	10,18,5	231	149
396	317,437,403	0,0,0	620,840,427	2,1,0	244	149
397	13,17,21	70,94,91	8,18,7	124,119,60	226	149
398	7,12,6	440,446,433	14,24,11	763,1327,675	226	149
399	3,0,0	0,0,2	1,0,3	0,1,1	235	149
401	1,0,0	0,0,0	1,0,2	0,0,1	178	149
402	136,159,156	0,2,2	166,178,77	3,2,2	232	149
403	12,2,9	104,65,62	5,45,14	86,295,166	244	149
404	54,51,33	34,21,8	34,148,98	5,52,14	284	149
405	21,18,12	1062,598,555	3,8,4	267,704,274	237	149
406	994,586,680	86,62,74	418,884,371	155,333,173	238	149
407	809,440,621	18,12,14	513,1087,504	9,19,9	222	149
408	812,441,621	6,2,3	513,1090,504	1,4,6	225	149
410	6,11,7	9,13,9	3,2,2	44,23,21	227	149
413	6,7,1	90,97,85	5,8,5	109,148,77	220	149
415	16,32,23	38,80,54	0,5,4	64,119,66	290	149
416	4,14,5	602,744,610	4,4,8	554,767,451	298	149
417	6,15,13	1,0,0	10,11,5	0,0,0	252	149
419	9,16,21	0,0,0	9,19,11	4,1,5	238	149
420	37,28,24	272,234,110	4,2,3	114,249,86	298	149
421	9,11,7	0,2,0	24,22,13	2,2,0	298	149
422	10,11,5	0,0,0	3,21,12	5,0,1	298	149
423	1,4,1	4,12,7	0,2,2	23,30,7	232	149
424	52,94,81	36,51,39	64,197,113	19,49,40	228	149
425	53,102,82	272,329,311	66,203,113	242,527,243	243	149
427	4,2,4	31,32,20	2,4,0	74,108,40	239	149
428	2,10,7	0,0,0	5,9,1	0,2,0	258	149
429	20,26,19	2,7,5	13,29,12	7,25,9	298	149
430	20,26,19	8,8,2	14,28,12	5,21,12	298	149
431	36,53,62	267,411,416	18,23,19	491,765,357	228	149
432	30,40,51	0,2,2	46,70,44	4,2,3	223	149
433	3,12,8	137,167,116	6,7,3	164,188,103	240	149
434	22,48,44	241,261,325	45,62,26	281,352,153	298	149
435	11,5,3	21,23,26	7,15,2	35,26,11	298	149
436	2,3,2	293,276,220	2,4,3	191,354,206	298	149
437	1,0,1	177,267,320	4,4,2	239,318,121	244	149
438	21,25,34	159,255,253	8,9,13	187,314,108	243	149
440	2,2,2	130,209,179	3,7,0	267,360,207	232	149
444	172,266,230	29,35,25	108,169,77	36,66,36	276	149
445	8,17,10	49,73,29	10,24,9	26,55,38	218	149
446	2,0,2	60,70,54	3,4,2	63,96,46	243	149
447	2,7,16	55,78,47	3,10,2	55,68,39	261	149
448	6,11,12	47,124,77	5,4,1	58,112,50	298	149
449	0,0,3	514,590,376	0,4,1	376,904,427	247	149
450	103,106,64	125,156,90	2,7,3	63,194,77	293	149
452	30,43,30	42,60,40	6,9,3	73,77,38	276	149
454	1,5,5	196,263,220	7,2,0	144,199,122	223	149
455	1,0,1	73,96,78	0,0,0	66,141,40	223	149
456	1,10,1	5,16,14	8,10,1	18,10,8	222	149
458	2,5,7	131,219,235	11,15,3	305,397,240	298	149
459	20,25,28	15,16,4	8,15,9	4,17,9	223	149
461	10,15,13	2724,2873,2569	12,13,10	3606,4701,2367	298	149
463	6,21,7	432,498,475	16,30,4	766,1188,524	232	149
464	28,29,30	162,159,134	33,52,22	215,344,155	233	149
