ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
535	5,7,11	3,4,8	5,1,9	11,9,15	232	99
536	0,0,3	147,103,130	1,0,0	182,117,211	203	99
537	0,0,0	20,16,40	0,0,1	32,13,33	177	99
538	1,1,1	150,98,138	3,1,4	156,123,170	193	99
539	3,2,2	167,84,177	1,1,1	147,105,180	219	99
540	3,2,6	11,11,8	2,3,5	4,1,11	198	99
541	1,2,1	5,6,13	2,1,1	4,3,4	171	99
545	0,0,0	85,56,99	1,1,0	109,80,129	193	99
546	0,2,0	3,6,14	0,0,0	31,8,29	183	99
547	0,2,1	50,44,63	0,0,0	54,23,71	444	99
548	1,2,0	5,2,3	2,1,3	17,8,8	193	99
549	1,2,0	4,0,6	2,1,3	20,10,14	198	99
550	4,5,4	68,42,68	9,6,10	42,38,78	479	99
551	32,26,38	4,1,8	13,6,10	5,3,3	186	99
552	32,26,38	49,40,51	11,6,10	96,48,89	181	99
553	2,0,2	37,35,65	2,0,1	62,33,46	195	99
554	0,1,0	133,97,181	0,0,1	228,130,275	178	99
556	8,3,14	179,116,271	10,13,10	249,129,233	243	99
557	16,10,23	21,26,35	22,24,23	42,25,45	182	99
558	2,0,1	26,17,36	1,0,1	40,24,32	195	99
559	2,0,2	3717,2802,5010	1,3,0	6376,3700,6212	187	99
562	6,5,8	0,0,2	11,4,6	0,0,2	216	99
563	12,5,12	19,22,20	8,10,16	14,19,30	187	99
565	4,2,6	22,38,64	4,0,4	38,14,57	239	99
566	0,0,1	115,86,166	0,0,6	210,80,212	177	99
567	4,4,8	5,4,13	1,4,3	6,9,12	212	99
571	10,7,22	1,2,0	14,10,20	0,2,1	204	99
573	54,41,71	209,140,206	22,19,23	398,266,407	200	99
576	1,0,1	123,92,124	0,0,0	97,95,121	190	99
577	1,0,1	21,9,11	0,0,0	11,21,12	185	99
578	0,3,0	193,146,221	1,0,1	218,137,225	197	99
579	5,1,2	0,0,0	1,2,4	1,0,2	186	99
580	4,3,1	60,45,54	2,2,4	78,50,91	173	99
585	0,0,0	1,0,0	0,0,1	0,2,2	317	99
586	3,1,8	12,13,15	4,4,6	44,21,53	201	99
587	1,0,0	30,11,24	2,0,2	29,23,28	186	99
588	1,0,0	61,60,109	2,0,1	80,65,87	165	99
589	0,0,0	90,64,131	2,0,1	134,62,144	183	99
590	1,1,1	7,4,6	1,0,2	4,1,6	166	99
591	1,1,1	0,2,4	1,0,2	0,0,0	221	99
592	1,1,1	107,69,122	1,0,2	87,42,78	224	99
593	1,1,1	29,19,36	1,0,2	34,11,32	227	99
595	12,2,7	39,31,58	0,1,1	34,23,51	183	99
596	0,2,0	4,9,7	0,1,2	7,9,16	228	99
597	86,71,119	12,9,16	98,52,129	10,10,9	171	99
598	2,1,2	0,2,1	0,1,0	2,1,2	185	99
600	3,1,1	116,85,120	0,1,0	73,37,70	199	99
601	9,2,4	143,57,111	4,2,6	118,67,122	198	99
602	8,9,8	4,2,9	5,4,8	45,36,46	190	99
604	4,1,3	0,0,0	6,1,2	2,0,0	385	99
607	0,0,0	7,10,23	0,1,1	22,16,29	230	99
609	0,0,0	118,71,123	0,1,0	122,66,109	245	99
610	1,0,2	2,9,15	0,1,0	18,14,12	384	99
611	6,3,8	60,52,81	5,1,11	96,54,71	187	99
612	2,1,4	81,68,96	2,0,1	135,98,197	206	99
614	1,0,0	134,93,161	0,0,0	171,82,190	409	99
615	0,0,4	24,12,47	1,0,2	34,9,34	179	99
616	0,0,2	1,0,2	1,0,2	1,0,0	175	99
617	0,0,0	27,20,9	0,1,0	35,18,29	191	99
618	0,2,1	66,74,112	2,0,1	83,60,102	178	99
619	0,0,1	240,152,206	1,1,0	276,155,298	204	99
622	8,4,4	2,2,9	1,0,2	12,6,6	210	99
624	75,56,435	11464,8985,12736	29,32,58	19599,13856,24800	212	99
625	92,80,462	23431,19177,26688	55,68,106	23485,16473,28486	223	99
626	0,0,0	5,6,9	1,0,0	11,3,5	305	99
627	1,0,0	1,2,1	0,1,1	4,3,5	176	99
629	2,1,2	12,11,17	0,2,0	18,5,18	503	99
631	13,6,7	74,63,103	4,6,5	70,55,89	336	99
634	41,19,27	875,649,957	18,7,22	545,298,636	314	99
