ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
299	14,8,24	310,260,445	12,3,18	498,240,512	198	99
300	0,0,0	68,76,113	0,0,1	92,57,114	186	99
301	0,0,1	794,632,949	1,3,0	1026,598,1071	183	99
304	1,2,1	568,370,688	2,2,1	524,369,579	191	99
305	1,1,2	53,55,66	2,1,0	101,55,129	198	99
307	1960,1379,2488	19,6,17	2027,1460,2370	17,6,10	146	99
308	2,0,0	91,80,117	0,0,0	136,81,135	188	99
309	4,1,0	16,12,23	0,1,1	39,17,35	198	99
310	12,5,9	0,2,1	5,4,3	9,11,10	182	99
311	1,0,0	582,446,964	0,0,0	614,347,589	184	99
314	1,0,0	3,1,0	0,2,1	1,0,1	198	99
315	1,1,0	40,28,64	0,0,0	99,40,93	183	99
316	1,0,0	153,138,180	0,0,0	195,121,241	198	99
317	0,2,1	52,48,106	1,5,7	113,35,91	185	99
320	213,186,290	0,1,0	257,165,222	0,1,0	144	99
322	1,0,1	0,0,1	0,0,2	9,6,9	198	99
323	4,3,5	184,140,242	2,0,1	253,127,272	190	99
324	2,1,1	1,0,4	1,0,0	0,1,1	189	99
325	0,0,1	14,14,31	0,1,1	16,10,9	198	99
326	1,3,1	73,58,81	0,5,0	66,41,90	189	99
329	5,3,6	36,20,39	6,4,8	54,24,54	190	99
330	5,6,4	42,21,34	5,1,4	30,44,58	198	99
331	0,0,1	9,4,27	0,0,0	21,8,13	194	99
332	24,28,45	0,0,0	51,29,52	0,2,1	198	99
333	0,0,0	2,1,4	1,0,2	9,2,9	183	99
336	5,0,1	43,34,52	3,1,3	115,69,126	172	99
337	6,0,5	755,571,898	1,4,4	804,475,832	185	99
338	110,90,141	0,0,1	115,80,128	0,1,1	197	99
341	3,5,5	69,66,121	6,3,4	114,78,117	198	99
343	0,1,0	24,22,36	0,0,3	39,21,50	170	99
344	0,1,0	1,1,0	0,0,3	3,0,0	179	99
345	0,1,1	30,17,28	0,0,2	43,22,26	196	99
346	0,5,2	1,1,2	4,2,8	4,4,8	198	99
349	0,3,3	94,84,85	0,0,0	115,87,162	184	99
352	0,0,1	11,6,11	0,1,1	21,14,13	198	99
354	1,1,0	234,232,307	0,0,0	418,266,510	198	99
355	2,0,1	0,0,0	1,0,0	0,0,2	198	99
356	4,4,5	73,57,100	1,1,1	66,29,73	198	99
357	0,0,1	1094,818,1461	2,2,2	3245,1733,3383	198	99
358	1,0,1	3,4,7	0,0,0	5,5,3	176	99
359	0,1,0	119,109,178	0,0,1	218,120,188	193	99
360	26,26,30	26,18,35	28,14,22	96,63,102	182	99
361	0,0,2	8,9,13	1,0,1	27,19,12	198	99
362	0,0,2	7,8,8	1,0,1	12,5,10	198	99
363	1,0,0	18,15,29	0,0,1	20,13,29	198	99
364	46,19,31	161,93,17	43,26,121	7,201,45	119	99
365	28,13,14	73,38,62	19,14,70	133,26,214	140	99
366	36,22,32	0,0,0	46,28,65	0,0,7	182	99
367	18,13,16	16,13,19	32,17,60	18,14,7	161	99
368	40,24,37	0,0,2	49,29,69	0,0,0	198	99
369	34,27,41	6,2,1	44,33,74	13,2,2	179	99
370	75,45,77	0,0,0	123,42,148	0,0,142	137	99
371	44,25,40	0,0,0	53,33,73	2,0,0	198	99
372	80,48,80	14,8,16	129,46,152	6,2,9	167	99
373	38,29,44	0,4,1	50,37,78	0,4,0	198	99
374	80,48,80	19,0,0	129,46,152	0,0,0	176	99
375	35,28,43	145,77,106	49,38,77	32,0,1	198	99
376	78,48,80	0,0,0	131,49,155	0,0,3	198	99
378	2,1,0	12,11,21	0,0,0	34,21,46	196	99
381	9,0,6	493,335,630	4,1,4	477,370,605	198	99
383	557,469,853	30,32,48	750,440,875	39,23,46	149	99
384	2,0,1	151,97,285	0,0,0	252,107,263	198	99
387	0,0,0	2,0,2	0,1,1	5,1,3	191	99
391	18,11,25	0,0,1	29,17,33	1,1,0	127	99
392	3,2,3	17,14,16	5,3,6	16,15,18	198	99
394	6,7,9	38,18,58	17,3,6	47,36,67	181	99
395	7,4,4	7,5,16	12,5,2	14,2,26	198	99
397	0,0,1	9,2,6	0,0,0	13,9,13	181	99
399	14,13,31	1,2,0	11,23,23	1,0,2	194	99
400	0,0,0	44,39,63	0,1,0	76,39,63	176	99
401	0,1,0	765,482,1024	1,0,1	1095,582,1243	176	99
402	1,1,2	0,0,1	3,2,4	4,1,6	185	99
403	0,0,0	0,0,1	3,1,2	0,0,0	122	99
405	7,3,7	0,0,1	6,3,6	0,0,0	182	99
406	0,2,1	64,69,70	6,0,5	341,122,285	194	99
407	5,5,13	18,19,23	26,9,29	74,18,81	198	99
408	1,0,3	785,743,1349	0,0,0	1151,417,945	187	99
409	48,51,81	70,69,139	61,29,54	298,151,286	188	99
410	96,78,144	9,13,15	220,120,248	26,5,7	172	99
411	96,78,144	3,1,3	221,120,249	6,1,3	175	99
413	2,7,8	17,18,13	2,3,1	29,21,37	177	99
418	2,1,1	64,58,86	1,0,0	102,64,115	198	99
419	30,32,48	852,687,1155	54,31,54	1084,635,1262	198	99
420	1,0,3	0,0,1	1,2,0	4,0,3	198	99
422	1,1,1	2,0,0	0,0,0	1,2,2	188	99
423	1,0,0	283,324,580	0,0,0	622,164,501	198	99
424	1,0,0	1,0,0	0,0,0	0,0,2	198	99
425	1,0,0	0,0,0	1,3,0	2,2,1	198	99
427	0,3,5	48,37,43	1,4,11	62,35,73	178	99
428	0,4,5	285,236,352	3,6,11	387,241,425	193	99
432	4,4,3	14,9,6	4,1,1	31,13,14	198	99
433	4,4,3	8,9,8	4,1,1	34,7,35	198	99
434	4,4,6	236,163,275	1,2,1	281,153,285	178	99
435	0,1,1	2,0,2	0,0,0	2,0,1	173	99
437	8,6,9	95,79,127	12,6,8	112,86,120	198	99
438	1,5,4	20,21,38	4,3,1	24,19,22	198	99
439	0,0,1	182,132,174	0,0,0	185,110,206	198	99
440	1,0,0	189,137,219	1,0,1	207,120,219	194	99
441	0,1,1	166,132,179	1,0,4	186,105,153	193	99
443	4,1,2	130,118,158	2,1,3	170,110,193	182	99
447	170,98,147	38,38,82	86,45,84	104,55,115	198	99
448	4,3,9	122,115,195	12,7,20	182,50,194	168	99
450	2,1,1	40,28,38	0,3,1	28,17,39	198	99
451	0,0,2	135,96,193	3,2,0	206,97,196	198	99
452	0,1,1	868,1023,1820	0,0,0	1430,787,1348	197	99
453	1,1,2	93,96,185	0,0,0	412,95,365	198	99
454	3,0,3	0,0,0	0,0,1	0,0,1	194	99
455	8,6,11	38,24,61	2,4,1	52,36,49	198	99
458	0,0,0	55,38,65	0,1,0	77,37,66	173	99
461	4,6,5	286,183,294	8,2,7	324,231,399	198	99
462	2,3,5	3,14,28	3,1,3	17,18,14	173	99
464	0,0,0	1872,1534,2328	1,1,0	2658,1700,2981	198	99
466	7,13,13	540,457,714	17,12,24	741,523,927	182	99
467	14,15,15	141,106,171	19,13,28	206,113,212	183	99
468	13,4,9	169,137,265	20,17,23	125,77,169	179	99
469	1,2,1	8,8,11	1,0,0	28,29,40	158	99
471	71,63,111	0,0,0	108,63,104	4,0,4	183	99
472	0,0,0	2,1,1	1,0,1	2,3,1	174	99
473	2,2,3	157,149,239	3,5,3	188,108,220	198	99
474	0,0,1	34,20,39	0,0,0	47,20,49	198	99
476	0,1,0	82,75,51	0,1,4	100,99,141	198	99
478	0,0,0	15,10,25	0,1,0	15,13,11	187	99
480	4,4,5	62,33,81	4,5,4	76,28,67	198	99
482	5,3,10	113,97,153	12,5,6	142,111,140	178	99
483	0,0,1	60,54,107	0,0,0	89,54,114	198	99
484	337,211,434	191,122,213	372,177,362	202,94,136	149	99
486	5,1,0	43,39,67	1,0,0	81,24,65	198	99
487	16,8,15	4,3,5	27,3,17	15,5,8	177	99
488	4,5,3	2,0,3	5,5,3	2,1,5	169	99
492	0,1,3	0,0,3	0,1,1	2,1,4	182	99
495	0,1,0	5,4,11	0,0,0	21,15,15	198	99
496	2,1,4	0,0,0	1,0,1	2,2,0	193	99
497	5,2,6	39,28,54	4,1,6	58,18,62	170	99
501	1,0,2	126,115,191	0,2,0	198,132,203	198	99
503	9,11,25	6,7,9	82,28,56	24,9,22	198	99
505	0,0,0	68,60,94	0,0,1	90,54,84	198	99
507	1,0,0	64,71,94	0,1,0	101,51,102	198	99
508	0,0,0	186,129,252	1,0,0	244,158,274	198	99
509	32,20,21	65,68,118	3,12,11	86,55,90	196	99
510	0,3,1	5,0,3	3,2,0	13,1,9	167	99
511	27,24,32	5,0,0	32,7,18	1,0,3	198	99
512	30,28,36	52,34,61	32,8,20	65,28,30	198	99
513	0,0,0	145,140,207	0,1,0	283,212,350	191	99
515	2,1,2	144,105,160	4,7,5	151,112,183	196	99
516	7,10,14	13,12,26	2,3,1	42,21,34	196	99
517	1,0,0	39,22,43	0,0,1	49,26,56	198	99
519	2,0,7	23,22,30	2,0,1	36,16,37	175	99
521	8,5,7	31,23,38	5,6,3	64,40,55	191	99
523	56,30,68	45,23,52	62,39,60	71,22,41	198	99
524	74,49,85	46,30,57	87,52,80	45,28,48	198	99
525	0,0,0	95,92,155	1,0,0	100,81,117	164	99
526	4,10,14	176,99,199	8,9,11	159,94,156	167	99
527	2,2,6	0,1,0	5,2,8	0,0,0	198	99
530	4,0,6	7,7,24	2,2,4	16,5,11	177	99
531	0,1,0	23,11,20	0,0,1	24,11,13	198	99
533	0,0,0	151,142,188	3,0,1	237,129,220	186	99
534	4,2,5	8,6,6	0,1,0	11,1,8	198	99
535	5,7,10	3,4,8	5,1,9	11,9,15	198	99
536	0,0,3	147,103,130	1,0,0	182,117,211	198	99
537	0,0,0	20,16,40	0,0,1	32,13,33	176	99
538	1,1,1	150,98,138	3,1,4	156,123,170	192	99
539	3,2,2	167,84,177	1,1,1	147,105,180	198	99
540	3,2,6	11,11,8	2,3,5	4,1,11	197	99
541	1,2,1	5,6,13	2,1,1	4,3,4	170	99
545	0,0,0	85,56,99	1,1,0	109,80,129	192	99
